postcode,location,district,state,mukim
81200,Jalan Dato Muttutambi,JOHOR BAHRU,JOHOR,
81200,Jalan Dato Toh Ah Boon,JOHOR BAHRU,JOHOR,
81200,Jalan Denai (1 - 13),JOHOR BAHRU,JOHOR,
81200,Jalan Denai Utama,JOHOR BAHRU,JOHOR,
81200,Jalan Denai,JOHOR BAHRU,JOHOR,
81200,Jalan Dian (1 - 22),JOHOR BAHRU,JOHOR,
81200,Jalan Dian Utama,JOHOR BAHRU,JOHOR,
81200,Jalan Dian,JOHOR BAHRU,JOHOR,
81200,Jalan Durian,JOHOR BAHRU,JOHOR,
81200,Jalan Gajus,JOHOR BAHRU,JOHOR,
81200,Jalan Galian,JOHOR BAHRU,JOHOR,
81200,Jalan Haiwan,JOHOR BAHRU,JOHOR,
81200,Jalan Hasil (1 - 2),JOHOR BAHRU,JOHOR,
81200,Jalan Hasil,JOHOR BAHRU,JOHOR,
81200,Jalan Hospital Permai,JOHOR BAHRU,JOHOR,
81200,Jalan Indah (1 - 4),JOHOR BAHRU,JOHOR,
81200,Jalan Jagong (1 - 5),JOHOR BAHRU,JOHOR,
81200,Jalan Jagong (2 - 18),JOHOR BAHRU,JOHOR,
81200,Jalan Jagong,JOHOR BAHRU,JOHOR,
81200,Jalan Jening,JOHOR BAHRU,JOHOR,
81200,Jalan Jering,JOHOR BAHRU,JOHOR,
81200,Jalan Kacung (1 - 2),JOHOR BAHRU,JOHOR,
81200,Jalan Kacung (1 - 4),JOHOR BAHRU,JOHOR,
81200,Jalan Kacung,JOHOR BAHRU,JOHOR,
81200,Jalan Kalong,JOHOR BAHRU,JOHOR,
81200,Jalan Kampung Baru Kempas,JOHOR BAHRU,JOHOR,
81200,Jalan Kebajikan,JOHOR BAHRU,JOHOR,
81200,Jalan Kebudayaan,JOHOR BAHRU,JOHOR,
81200,Jalan Kedondong,JOHOR BAHRU,JOHOR,
81200,Jalan Kehakiman,JOHOR BAHRU,JOHOR,
81200,Jalan Kemajuan,JOHOR BAHRU,JOHOR,
81200,Jalan Kemang,JOHOR BAHRU,JOHOR,
81200,Jalan Kempas (2/1 - 9/3),JOHOR BAHRU,JOHOR,
81200,Jalan Kempas Baru,JOHOR BAHRU,JOHOR,
81200,Jalan Kepong,JOHOR BAHRU,JOHOR,
81200,Jalan Kesemak,JOHOR BAHRU,JOHOR,
81200,Jalan Kesihatan,JOHOR BAHRU,JOHOR,
81200,Jalan Kewangan,JOHOR BAHRU,JOHOR,
81200,Jalan Kilang (1/1 - 1/5),JOHOR BAHRU,JOHOR,
81200,Jalan Kolonel Musa,JOHOR BAHRU,JOHOR,
81200,Jalan Kosa (1 - 8),JOHOR BAHRU,JOHOR,
81200,Jalan Kosa,JOHOR BAHRU,JOHOR,
81200,Jalan Kuini,JOHOR BAHRU,JOHOR,
81200,Jalan Kunang-Kunang (1 - 7),JOHOR BAHRU,JOHOR,
81200,Jalan Kupang (1 - 6),JOHOR BAHRU,JOHOR,
81200,Jalan Kupang 2,JOHOR BAHRU,JOHOR,
81200,Jalan Kupu-Kupu (1 - 3),JOHOR BAHRU,JOHOR,
81200,Jalan Kupu-Kupu,JOHOR BAHRU,JOHOR,
81200,Jalan Lambak,JOHOR BAHRU,JOHOR,
81200,Jalan Langsat,JOHOR BAHRU,JOHOR,
81200,Jalan Layang (2 - 16),JOHOR BAHRU,JOHOR,
81200,Jalan Layang,JOHOR BAHRU,JOHOR,
81200,Jalan Ledang (Lorong 1 - 8),JOHOR BAHRU,JOHOR,
81200,Jalan Ledang,JOHOR BAHRU,JOHOR,
81200,Jalan Limau Kasturi,JOHOR BAHRU,JOHOR,
81200,Jalan Limau Manis,JOHOR BAHRU,JOHOR,
81200,Jalan Limau,JOHOR BAHRU,JOHOR,
81200,Jalan Lot Musa,JOHOR BAHRU,JOHOR,
81200,Jalan Lurah (1 - 22),JOHOR BAHRU,JOHOR,
81200,Jalan Major Abu,JOHOR BAHRU,JOHOR,
81200,Jalan Mangga,JOHOR BAHRU,JOHOR,
81200,Jalan Manggis,JOHOR BAHRU,JOHOR,
81200,Jalan Mata Kuching,JOHOR BAHRU,JOHOR,
81200,Jalan Mejar Agil,JOHOR BAHRU,JOHOR,
81200,Jalan Melati (5 - 6),JOHOR BAHRU,JOHOR,
81200,Jalan Mempelam,JOHOR BAHRU,JOHOR,
81200,Jalan Mentahak,JOHOR BAHRU,JOHOR,
81200,Jalan Nanas,JOHOR BAHRU,JOHOR,
81200,Jalan Nangka,JOHOR BAHRU,JOHOR,
81200,Jalan Nenas,JOHOR BAHRU,JOHOR,
81200,Jalan Nona,JOHOR BAHRU,JOHOR,
81200,Jalan Padi (1 - 11),JOHOR BAHRU,JOHOR,
81200,Jalan Padi Huma (1 - 8),JOHOR BAHRU,JOHOR,
81200,Jalan Padi Huma,JOHOR BAHRU,JOHOR,
81200,Jalan Padi Mahsuri (1 - 16),JOHOR BAHRU,JOHOR,
81200,Jalan Padi Mahsuri (12 - 16),JOHOR BAHRU,JOHOR,
81200,Jalan Padi Mahsuri (2/1 - 6/2),JOHOR BAHRU,JOHOR,
81200,Jalan Padi Mahsuri,JOHOR BAHRU,JOHOR,
81200,Jalan Padi Malinja 1 Blok A - Blok P,JOHOR BAHRU,JOHOR,
81200,Jalan Padi Malinja Blok A - Blok D,JOHOR BAHRU,JOHOR,
81200,Jalan Padi Malinja,JOHOR BAHRU,JOHOR,
81200,Jalan Padi Ria (2 - 19),JOHOR BAHRU,JOHOR,
81200,Jalan Padi Ria,JOHOR BAHRU,JOHOR,
81200,Jalan Padi,JOHOR BAHRU,JOHOR,
81200,Jalan Pala,JOHOR BAHRU,JOHOR,
81200,Jalan Panglin (1 - 11),JOHOR BAHRU,JOHOR,
81200,Jalan Panglin,JOHOR BAHRU,JOHOR,
81200,Jalan Panti (1 - 8),JOHOR BAHRU,JOHOR,
81200,Jalan Panti,JOHOR BAHRU,JOHOR,
81200,Jalan Pekaka (1 - 15),JOHOR BAHRU,JOHOR,
81200,Jalan Pekaka,JOHOR BAHRU,JOHOR,
81200,Jalan Pelajaran,JOHOR BAHRU,JOHOR,
81200,Jalan Pelalai,JOHOR BAHRU,JOHOR,
81200,Jalan Pelam Bengkok,JOHOR BAHRU,JOHOR,
81200,Jalan Pelam Damar,JOHOR BAHRU,JOHOR,
81200,Jalan Pelancongan,JOHOR BAHRU,JOHOR,
81200,Jalan Pembangunan,JOHOR BAHRU,JOHOR,
81200,Jalan Penerangan,JOHOR BAHRU,JOHOR,
81200,Jalan Pengangkutan,JOHOR BAHRU,JOHOR,
81200,Jalan Penyiaran,JOHOR BAHRU,JOHOR,
81200,Jalan Perhubungan,JOHOR BAHRU,JOHOR,
81200,Jalan Perhutanan,JOHOR BAHRU,JOHOR,
81200,Jalan Perikanan,JOHOR BAHRU,JOHOR,
81200,Jalan Perindustrian,JOHOR BAHRU,JOHOR,
81200,Jalan Permatang (1 - 36),JOHOR BAHRU,JOHOR,
81200,Jalan Permatang (1 - 8),JOHOR BAHRU,JOHOR,
81200,Jalan Permatang Utama,JOHOR BAHRU,JOHOR,
81200,Jalan Persiaran Tanjung,JOHOR BAHRU,JOHOR,
81200,Jalan Persisiran Dahlia,JOHOR BAHRU,JOHOR,
81200,Jalan Persisiran Perling,JOHOR BAHRU,JOHOR,
81200,Jalan Persisiran,JOHOR BAHRU,JOHOR,
81200,Jalan Pertahanan,JOHOR BAHRU,JOHOR,
81200,Jalan Pertanian,JOHOR BAHRU,JOHOR,
81200,Jalan Perusahaan,JOHOR BAHRU,JOHOR,
81200,Jalan Petai,JOHOR BAHRU,JOHOR,
81200,Jalan Petawai,JOHOR BAHRU,JOHOR,
81200,Jalan Pisang,JOHOR BAHRU,JOHOR,
81200,Jalan Pucong,JOHOR BAHRU,JOHOR,
81200,Jalan Pucung (1 - 10),JOHOR BAHRU,JOHOR,
81200,Jalan Pulasan,JOHOR BAHRU,JOHOR,
81200,Jalan Pulau 1,JOHOR BAHRU,JOHOR,
81200,Jalan Pulau,JOHOR BAHRU,JOHOR,
81200,Jalan Rambai,JOHOR BAHRU,JOHOR,
81200,Jalan Rambutan,JOHOR BAHRU,JOHOR,
81200,Jalan Rantai (1 - 2),JOHOR BAHRU,JOHOR,
81200,Jalan Rantai 5,JOHOR BAHRU,JOHOR,
81200,Jalan Riang (1 - 24),JOHOR BAHRU,JOHOR,
81200,Jalan Riang Ria (21/1 - 22/5),JOHOR BAHRU,JOHOR,
81200,Jalan Riang Ria 1,JOHOR BAHRU,JOHOR,
81200,Jalan Riang Utama,JOHOR BAHRU,JOHOR,
81200,Jalan Salak,JOHOR BAHRU,JOHOR,
81200,Jalan Sawa,JOHOR BAHRU,JOHOR,
81200,Jalan Segenting,JOHOR BAHRU,JOHOR,
81200,Jalan Sekoi,JOHOR BAHRU,JOHOR,
81200,Jalan Selasih (1 - 11),JOHOR BAHRU,JOHOR,
81200,Jalan Selat 1,JOHOR BAHRU,JOHOR,
81200,Jalan Selat,JOHOR BAHRU,JOHOR,
81200,Jalan Semangka 1 - 7,JOHOR BAHRU,JOHOR,
81200,Jalan Semangka,JOHOR BAHRU,JOHOR,
81200,Jalan Semenanjung,JOHOR BAHRU,JOHOR,
81200,Jalan Semikai,JOHOR BAHRU,JOHOR,
81200,Jalan Sengkuang,JOHOR BAHRU,JOHOR,
81200,Jalan Seri Bahagia (1 - 16),JOHOR BAHRU,JOHOR,
81200,Jalan Seri Panti,JOHOR BAHRU,JOHOR,
81200,Jalan Seri Perkasa (2/3 - 2/18),JOHOR BAHRU,JOHOR,
81200,Jalan Siantan (1 - 7),JOHOR BAHRU,JOHOR,
81200,Jalan Simbang (1 - 16),JOHOR BAHRU,JOHOR,
81200,Jalan Skudai (Batu 4 1/4 - 6 1/2),JOHOR BAHRU,JOHOR,
81200,Jalan Skudai (7 - 13 KM),JOHOR BAHRU,JOHOR,
81200,Jalan Skudai Kanan,JOHOR BAHRU,JOHOR,
81200,Jalan Soga,JOHOR BAHRU,JOHOR,
81200,Jalan Subang (1 - 5),JOHOR BAHRU,JOHOR,
81200,Jalan Subang (Lorong 1 - 7),JOHOR BAHRU,JOHOR,
81200,Jalan Subang,JOHOR BAHRU,JOHOR,
81200,Jalan Sumalayang,JOHOR BAHRU,JOHOR,
81200,Jalan Sungai Melayu,JOHOR BAHRU,JOHOR,
81200,Jalan Susu,JOHOR BAHRU,JOHOR,
81200,Jalan Tampoi (1 KM Hingga 9 KM),JOHOR BAHRU,JOHOR,
81200,Jalan Tan Hack Kiat,JOHOR BAHRU,JOHOR,
81200,Jalan Tanjong 1,JOHOR BAHRU,JOHOR,
81200,Jalan Tanjong,JOHOR BAHRU,JOHOR,
81200,Jalan Telok 1,JOHOR BAHRU,JOHOR,
81200,Jalan Teluk,JOHOR BAHRU,JOHOR,
81200,Jalan Tembikai,JOHOR BAHRU,JOHOR,
81200,Jalan Titiwangsa (5 - 13),JOHOR BAHRU,JOHOR,
81200,Jalan Tok Ah Boon,JOHOR BAHRU,JOHOR,
81200,Jalan Tomato,JOHOR BAHRU,JOHOR,
81200,Jalan Ubi,JOHOR BAHRU,JOHOR,
81200,Jalan Undan (2 - 13),JOHOR BAHRU,JOHOR,
81200,Jalan Undan,JOHOR BAHRU,JOHOR,
81200,Jalan Zaiton,JOHOR BAHRU,JOHOR,
81200,Kampung Bakar Batu,JOHOR BAHRU,JOHOR,
81200,Kampung Bukit Alif,JOHOR BAHRU,JOHOR,
81200,Kampung Denai Pinggiran,JOHOR BAHRU,JOHOR,
81200,Kampung Desa Rahmat,JOHOR BAHRU,JOHOR,
81200,Kampung Hajjah Fatimah,JOHOR BAHRU,JOHOR,
81200,Kampung Pasir Baru,JOHOR BAHRU,JOHOR,
81200,Kampung Pasir,JOHOR BAHRU,JOHOR,
81200,Kampung Pengkalan Rinting,JOHOR BAHRU,JOHOR,
81200,Kampung Seri Jaya,JOHOR BAHRU,JOHOR,
81200,Kampung Seri Serdang Baru,JOHOR BAHRU,JOHOR,
81200,Kampung Seri Serdang,JOHOR BAHRU,JOHOR,
81200,Kampung Skudai Kiri,JOHOR BAHRU,JOHOR,
81200,Kampung Sri Permai,JOHOR BAHRU,JOHOR,
81200,Kampung Sri Rahmat 2,JOHOR BAHRU,JOHOR,
81200,Kampung Sri Rahmat,JOHOR BAHRU,JOHOR,
81200,Kampung Sungai Danga,JOHOR BAHRU,JOHOR,
81200,Kampung Sungai Perling,JOHOR BAHRU,JOHOR,
81200,Kampung Sungai Tenom,JOHOR BAHRU,JOHOR,
81200,Kampung Telok Serdang,JOHOR BAHRU,JOHOR,
81200,Kampung Teluk Serdang Pinggir,JOHOR BAHRU,JOHOR,
81200,Kampung Tuah Jaya,JOHOR BAHRU,JOHOR,
81200,Kampung Usaha Jaya,JOHOR BAHRU,JOHOR,
81200,Kawasan Perindustrian Tampoi,JOHOR BAHRU,JOHOR,
81200,Kawasan Perumahan Mara,JOHOR BAHRU,JOHOR,
81200,Kempas,JOHOR BAHRU,JOHOR,
81200,Kondominium Sri Kenari,JOHOR BAHRU,JOHOR,
81200,Kondominium Sri Wangi,JOHOR BAHRU,JOHOR,
81200,Kuarters Hospital Permai,JOHOR BAHRU,JOHOR,
81200,Lebuhraya Pasir Gudang 1 KM - (5 KM),JOHOR BAHRU,JOHOR,
81200,Lebuhraya Pasir Gudang,JOHOR BAHRU,JOHOR,
81200,Lorong Aman (Tampoi),JOHOR BAHRU,JOHOR,
81200,Lorong Surau Kiri,JOHOR BAHRU,JOHOR,
81200,Lorong Wong Hee Choo,JOHOR BAHRU,JOHOR,
81200,Lorong Zaiton,JOHOR BAHRU,JOHOR,
81200,Pekan Rabu,JOHOR BAHRU,JOHOR,
81200,Persairan Siantan,JOHOR BAHRU,JOHOR,
81200,Persiaran Dahlia,JOHOR BAHRU,JOHOR,
81200,Persiaran Perling 1,JOHOR BAHRU,JOHOR,
81200,Persiaran Selasih,JOHOR BAHRU,JOHOR,
81200,Perumahan Kobena,JOHOR BAHRU,JOHOR,
81200,Perumahan Mara,JOHOR BAHRU,JOHOR,
81200,Plaza Angsana,JOHOR BAHRU,JOHOR,
81200,Pulai View Condominium,JOHOR BAHRU,JOHOR,
81200,Pusat Insaf Diri,JOHOR BAHRU,JOHOR,
81200,River Ris Condo,JOHOR BAHRU,JOHOR,
81200,Rumah Rakyat SEDC,JOHOR BAHRU,JOHOR,
81200,Taman Anggerik,JOHOR BAHRU,JOHOR,
81200,Taman Baiduri,JOHOR BAHRU,JOHOR,
81200,Taman Bukit Kempas,JOHOR BAHRU,JOHOR,
81200,Taman Bukit Mewah,JOHOR BAHRU,JOHOR,
81200,Taman Casa Amira,JOHOR BAHRU,JOHOR,
81200,Taman Cempaka,JOHOR BAHRU,JOHOR,
81200,Taman CSA Almyra,JOHOR BAHRU,JOHOR,
81200,Taman D' Utama,JOHOR BAHRU,JOHOR,
81200,Taman Dahlia,JOHOR BAHRU,JOHOR,
81200,Taman Damansara Aliff,JOHOR BAHRU,JOHOR,
81200,Taman Dato Penggawa Barat,JOHOR BAHRU,JOHOR,
81200,Taman Desa Kempas,JOHOR BAHRU,JOHOR,
81200,Taman Gembira (Tampoi),JOHOR BAHRU,JOHOR,
81200,Taman Indah,JOHOR BAHRU,JOHOR,
81200,Taman Industri,JOHOR BAHRU,JOHOR,
81200,Taman Intan,JOHOR BAHRU,JOHOR,
81200,Taman Johor,JOHOR BAHRU,JOHOR,
81200,Taman Kemas,JOHOR BAHRU,JOHOR,
81200,Taman Kempas Baru,JOHOR BAHRU,JOHOR,
81200,Taman Kempas Utama Industri Dan Perdagangan,JOHOR BAHRU,JOHOR,
81200,Taman Kempas,JOHOR BAHRU,JOHOR,
81200,Taman Kenanga,JOHOR BAHRU,JOHOR,
81200,Taman Kobena,JOHOR BAHRU,JOHOR,
81200,Taman Laguna,JOHOR BAHRU,JOHOR,
81200,Taman Melati,JOHOR BAHRU,JOHOR,
81200,Taman Melor,JOHOR BAHRU,JOHOR,
81200,Taman Mulia,JOHOR BAHRU,JOHOR,
81200,Taman Munshi Ibrahim,JOHOR BAHRU,JOHOR,
81200,Taman Orkid,JOHOR BAHRU,JOHOR,
81200,Taman Perindustrian Tampoi,JOHOR BAHRU,JOHOR,
81200,Taman Perling,JOHOR BAHRU,JOHOR,
81200,Taman Permata,JOHOR BAHRU,JOHOR,
81200,Taman Purnama,JOHOR BAHRU,JOHOR,
81200,Taman Seri Bahagia,JOHOR BAHRU,JOHOR,
81200,Taman Setia Tropika,JOHOR BAHRU,JOHOR,
81200,Taman Siantan,JOHOR BAHRU,JOHOR,
81200,Taman Sinaran Harapan,JOHOR BAHRU,JOHOR,
81200,Taman Sinaran Kempas,JOHOR BAHRU,JOHOR,
81200,Taman Skudai Kanan,JOHOR BAHRU,JOHOR,
81200,Taman Sri Putra,JOHOR BAHRU,JOHOR,
81200,Taman Sutera,JOHOR BAHRU,JOHOR,
81200,Taman Tampoi Indah II,JOHOR BAHRU,JOHOR,
81200,Taman Tampoi Indah,JOHOR BAHRU,JOHOR,
81200,Taman Tampoi Jaya,JOHOR BAHRU,JOHOR,
81200,Taman Tampoi Utama,JOHOR BAHRU,JOHOR,
81200,Taman Tampoi,JOHOR BAHRU,JOHOR,
81200,Taman Uda Utama,JOHOR BAHRU,JOHOR,
81200,Taman Villa Ros,JOHOR BAHRU,JOHOR,
81200,Tampoi,JOHOR BAHRU,JOHOR,
81200,View Danga Bay,JOHOR BAHRU,JOHOR,
81200,Wisma Pahlawan,JOHOR BAHRU,JOHOR,
81300,Bandar Baru Kangkar Pulai,JOHOR BAHRU,JOHOR,
81300,Bandar Selesa Jaya,JOHOR BAHRU,JOHOR,
81300,Batu 10 Skudai,JOHOR BAHRU,JOHOR,
81300,Jalan Bakak,JOHOR BAHRU,JOHOR,
81300,Jalan Baung,JOHOR BAHRU,JOHOR,
81300,Jalan Belida,JOHOR BAHRU,JOHOR,
81300,Jalan Besar Skudai,JOHOR BAHRU,JOHOR,
81300,Jalan Besi,JOHOR BAHRU,JOHOR,
81300,Jalan Bujuk,JOHOR BAHRU,JOHOR,
81300,Jalan Jelawat,JOHOR BAHRU,JOHOR,
81300,Jalan Jemerang,JOHOR BAHRU,JOHOR,
81300,Jalan Kaloi,JOHOR BAHRU,JOHOR,
81300,Jalan Keli,JOHOR BAHRU,JOHOR,
81300,Jalan Kelisa,JOHOR BAHRU,JOHOR,
81300,Jalan Kempas Lama,JOHOR BAHRU,JOHOR,
81300,Jalan Kepar,JOHOR BAHRU,JOHOR,
81300,Jalan Kerai,JOHOR BAHRU,JOHOR,
81300,Jalan Lampan,JOHOR BAHRU,JOHOR,
81300,Jalan Lawang,JOHOR BAHRU,JOHOR,
81300,Jalan Limbat,JOHOR BAHRU,JOHOR,
81300,Jalan Patin,JOHOR BAHRU,JOHOR,
81300,Jalan Pelaga,JOHOR BAHRU,JOHOR,
81300,Jalan Puyu,JOHOR BAHRU,JOHOR,
81300,Jalan Seluang,JOHOR BAHRU,JOHOR,
81300,Jalan Sepat,JOHOR BAHRU,JOHOR,
81300,Jalan Sumpit,JOHOR BAHRU,JOHOR,
81300,Jalan Talapia,JOHOR BAHRU,JOHOR,
81300,Jalan Tapah,JOHOR BAHRU,JOHOR,
81300,Jalan Tengas,JOHOR BAHRU,JOHOR,
81300,Jalan Tilan,JOHOR BAHRU,JOHOR,
81300,Jalan Toman,JOHOR BAHRU,JOHOR,
81300,Kampung Baru Seri Aman,JOHOR BAHRU,JOHOR,
81300,Kampung Baru Skudai,JOHOR BAHRU,JOHOR,
81300,Kampung Batu 8 1/2,JOHOR BAHRU,JOHOR,
81300,Kampung India Jaya,JOHOR BAHRU,JOHOR,
81300,Kampung Kangkar Kecil,JOHOR BAHRU,JOHOR,
81300,Kampung Laut,JOHOR BAHRU,JOHOR,
81300,Kampung Maju Jaya,JOHOR BAHRU,JOHOR,
81300,Kampung Melayu Kangkar Pulai,JOHOR BAHRU,JOHOR,
81300,Kampung Melayu Lima Kedai,JOHOR BAHRU,JOHOR,
81300,Kampung Melayu Skudai,JOHOR BAHRU,JOHOR,
81300,Kampung Melayu,JOHOR BAHRU,JOHOR,
81300,Kampung Nesa,JOHOR BAHRU,JOHOR,
81300,Kampung Poh Che Leng,JOHOR BAHRU,JOHOR,
81300,Kampung Seelong Baru,JOHOR BAHRU,JOHOR,
81300,Kampung Seelong Jaya,JOHOR BAHRU,JOHOR,
81300,Kampung Sepakat Baru,JOHOR BAHRU,JOHOR,
81300,Kampung Sinaran Baru,JOHOR BAHRU,JOHOR,
81300,Kampung Sri Aman,JOHOR BAHRU,JOHOR,
81300,Kampung Tawakal,JOHOR BAHRU,JOHOR,
81300,Kaw. Perindustrian Berjaya,JOHOR BAHRU,JOHOR,
81300,Ladang Lee Plantation,JOHOR BAHRU,JOHOR,
81300,Lima Kedai,JOHOR BAHRU,JOHOR,
81300,Sekudai (Batu 8 1/2),JOHOR BAHRU,JOHOR,
81300,Sekudai Kechil,JOHOR BAHRU,JOHOR,
81300,Sekudai,JOHOR BAHRU,JOHOR,
81300,Taman Bandar Baru Kangkar Pulai,JOHOR BAHRU,JOHOR,
81300,Taman Bestari Jaya,JOHOR BAHRU,JOHOR,
81300,Taman Bukit Gemilang,JOHOR BAHRU,JOHOR,
81300,Taman Bukit Impian Emas,JOHOR BAHRU,JOHOR,
81300,Taman Damai Jaya,JOHOR BAHRU,JOHOR,
81300,Taman Desa Permai,JOHOR BAHRU,JOHOR,
81300,Taman Desa Sekudai,JOHOR BAHRU,JOHOR,
81300,Taman Harmoni 2,JOHOR BAHRU,JOHOR,
81300,Taman Harmoni,JOHOR BAHRU,JOHOR,
81300,Taman Impian Emas,JOHOR BAHRU,JOHOR,
81300,Taman Impian Skudai,JOHOR BAHRU,JOHOR,
81300,Taman Industri Maju Jaya,JOHOR BAHRU,JOHOR,
81300,Taman Jaya Mas,JOHOR BAHRU,JOHOR,
81300,Taman Jaya,JOHOR BAHRU,JOHOR,
81300,Taman Kempas Indah,JOHOR BAHRU,JOHOR,
81300,Taman Kempas Utama,JOHOR BAHRU,JOHOR,
81300,Taman Melawati,JOHOR BAHRU,JOHOR,
81300,Taman Mutiara Mas,JOHOR BAHRU,JOHOR,
81300,Taman Mutiara Rini,JOHOR BAHRU,JOHOR,
81300,Taman Nesa,JOHOR BAHRU,JOHOR,
81300,Taman Perindustrian Bestari,JOHOR BAHRU,JOHOR,
81300,Taman Perindustrian Dato Yunus Sulaiman,JOHOR BAHRU,JOHOR,
81300,Taman Perindustrian Maju Jaya,JOHOR BAHRU,JOHOR,
81300,Taman Pulai Bayu,JOHOR BAHRU,JOHOR,
81300,Taman Pulai Bestari,JOHOR BAHRU,JOHOR,
81300,Taman Pulai Emas,JOHOR BAHRU,JOHOR,
81300,Taman Pulai Flora,JOHOR BAHRU,JOHOR,
81300,Taman Pulai Indah,JOHOR BAHRU,JOHOR,
81300,Taman Pulai Jaya,JOHOR BAHRU,JOHOR,
81300,Taman Pulai Saujana,JOHOR BAHRU,JOHOR,
81300,Taman Pulai Utama,JOHOR BAHRU,JOHOR,
81300,Taman Selesa Jaya,JOHOR BAHRU,JOHOR,
81300,Taman Seri Pulai,JOHOR BAHRU,JOHOR,
81300,Taman Seri Puteri,JOHOR BAHRU,JOHOR,
81300,Taman Seri Skudai,JOHOR BAHRU,JOHOR,
81300,Taman Skudai Baru,JOHOR BAHRU,JOHOR,
81300,Taman Skudai Indah,JOHOR BAHRU,JOHOR,
81300,Taman Skudai Ria,JOHOR BAHRU,JOHOR,
81300,Taman Skudai,JOHOR BAHRU,JOHOR,
81300,Taman Sri Orkid,JOHOR BAHRU,JOHOR,
81300,Taman Sri Pulai Perdana,JOHOR BAHRU,JOHOR,
81300,Taman Sutera Utama,JOHOR BAHRU,JOHOR,
81300,Taman Tan Sri Yaakob,JOHOR BAHRU,JOHOR,
81300,Taman Teratai (Skudai),JOHOR BAHRU,JOHOR,
81300,Taman Timor (Skudai),JOHOR BAHRU,JOHOR,
81300,Taman Ulam Raja,JOHOR BAHRU,JOHOR,
81300,Taman Ungku Tun Aminah,JOHOR BAHRU,JOHOR,
81300,Taman Universiti,JOHOR BAHRU,JOHOR,
81300,Teknovision Park,JOHOR BAHRU,JOHOR,
81310,Universisti Teknologi Malaysia (UTM),JOHOR BAHRU,JOHOR,
81310,Universiti Teknologi Malaysia,JOHOR BAHRU,JOHOR,
81400,Flat Perindu,SENAI,JOHOR,
81400,Flat Selasih,SENAI,JOHOR,
81400,Flat Sri Bayu,SENAI,JOHOR,
81400,Flat Sri Indah,SENAI,JOHOR,
81400,Industri Saleng,SENAI,JOHOR,
81400,Jalan Seelong,SENAI,JOHOR,
81400,Kampung Baru Saleng,SENAI,JOHOR,
81400,Kampung Baru Seelong,SENAI,JOHOR,
81400,Kampung Baru Senai,SENAI,JOHOR,
81400,Kampung Jaya Sepakat,SENAI,JOHOR,
81400,Kampung Melayu Saleng,SENAI,JOHOR,
81400,Kampung Melayu Seelong Selatan,SENAI,JOHOR,
81400,Kampung Melayu Senai Utama,SENAI,JOHOR,
81400,Kampung Melayu Senai,SENAI,JOHOR,
81400,Kampung Melayu,SENAI,JOHOR,
81400,Kampung Pasir,SENAI,JOHOR,
81400,Kampung Sepakat Baru,SENAI,JOHOR,
81400,Kampung Sri Maju,SENAI,JOHOR,
81400,Kampung Tan Hoe Estate,SENAI,JOHOR,
81400,Kaw. Perdagangan Bebas Senai,SENAI,JOHOR,
81400,Lapangan Terbang Senai,SENAI,JOHOR,
81400,Lot 5035 Saleng,SENAI,JOHOR,
81400,Palm Resort Country Club,SENAI,JOHOR,
81400,Pekan Senai,SENAI,JOHOR,
81400,Perindustrian Murni,SENAI,JOHOR,
81400,Rancangan Tanah Pemuda Seelong,SENAI,JOHOR,
81400,Saleng,SENAI,JOHOR,
81400,Senai Industrial Park,SENAI,JOHOR,
81400,Taman Aman,SENAI,JOHOR,
81400,Taman Anak Bukit,SENAI,JOHOR,
81400,Taman Angkasa,SENAI,JOHOR,
81400,Taman Bahagia,SENAI,JOHOR,
81400,Taman Beringin,SENAI,JOHOR,
81400,Taman Bintang Utama Senai,SENAI,JOHOR,
81400,Taman Bintang Utama,SENAI,JOHOR,
81400,Taman Bintang,SENAI,JOHOR,
81400,Taman Bukit Senang,SENAI,JOHOR,
81400,Taman Damai,SENAI,JOHOR,
81400,Taman Dasa,SENAI,JOHOR,
81400,Taman Dewani,SENAI,JOHOR,
81400,Taman Handal,SENAI,JOHOR,
81400,Taman Impian Jaya (Senai),SENAI,JOHOR,
81400,Taman Impian Jaya Senai,SENAI,JOHOR,
81400,Taman Impian Jaya,SENAI,JOHOR,
81400,Taman Indera,SENAI,JOHOR,
81400,Taman Jaya Sepakat,SENAI,JOHOR,
81400,Taman Komersil,SENAI,JOHOR,
81400,Taman Mesra,SENAI,JOHOR,
81400,Taman Mewah,SENAI,JOHOR,
81400,Taman Muhibbah (Senai),SENAI,JOHOR,
81400,Taman Pancasila,SENAI,JOHOR,
81400,Taman Riang,SENAI,JOHOR,
81400,Taman Saleng Baru,SENAI,JOHOR,
81400,Taman Saleng Indah,SENAI,JOHOR,
81400,Taman Saleng Jaya,SENAI,JOHOR,
81400,Taman Saleng Maju,SENAI,JOHOR,
81400,Taman Saleng,SENAI,JOHOR,
81400,Taman Selesa,SENAI,JOHOR,
81400,Taman Sempena,SENAI,JOHOR,
81400,Taman Semporna,SENAI,JOHOR,
81400,Taman Senai Baru,SENAI,JOHOR,
81400,Taman Senai Indah,SENAI,JOHOR,
81400,Taman Senai Industri Park,SENAI,JOHOR,
81400,Taman Senai Jaya,SENAI,JOHOR,
81400,Taman Senai Utama,SENAI,JOHOR,
81400,Taman Senai,SENAI,JOHOR,
